,filename,biomarker,channel_index,fifth_pct,cv_background,snr,dynamic_range,flag
30,LSP12022-C3.ome.tif,CK17,31,544.0,0.027771586322845432,44.352765073686314,684.0,WARNING: narrow dynamic range → CLAHE or normalization
31,LSP12022-C3.ome.tif,dna(9),32,65.0,0.033089785583024056,109.10980372397542,240.0,WARNING: narrow dynamic range → CLAHE or normalization
32,LSP12022-C3.ome.tif,LamAC,33,728.0,0.006978830667584935,81.97107223147516,419.0,WARNING: narrow dynamic range → CLAHE or normalization
33,LSP12022-C3.ome.tif,AR,34,334.0,0.018449096858558566,27.96477371255756,175.0,WARNING: narrow dynamic range → CLAHE or normalization
34,LSP12022-C3.ome.tif,gH2AX,35,1209.0,0.003395339528063378,10.210870976489048,42.0,WARNING: uniform background → rolling ball subtraction
35,LSP12022-C3.ome.tif,dna(10),36,60.0,0.22456730654224152,26.336149324900482,434.0,WARNING: narrow dynamic range → CLAHE or normalization
36,LSP12022-C3.ome.tif,PR,37,984.0,0.006265867146252853,30.645833169891088,190.0,WARNING: narrow dynamic range → CLAHE or normalization
37,LSP12022-C3.ome.tif,HLA-A,38,481.0,0.016880997097037168,19.514242351076184,161.0,WARNING: narrow dynamic range → CLAHE or normalization
38,LSP12022-C3.ome.tif,CK5,39,488.0,0.005636692430961592,53.51940133089418,147.80999999999767,WARNING: narrow dynamic range → CLAHE or normalization
0,LSP12022-C8.ome.tif,dna,0,83.0,0.20460452509630261,2816.3879708677814,60086.619999999995,OK
1,LSP12022-C8.ome.tif,control488nm,1,280.0,0.022552228264881593,714.381063490553,4596.0,OK
2,LSP12022-C8.ome.tif,control555nm,2,88.0,0.04213139032917229,286.97233924820296,1103.0,WARNING: narrow dynamic range → CLAHE or normalization
3,LSP12022-C8.ome.tif,control647nm,3,385.0,0.01897820139365433,219.56890715245407,1632.0,WARNING: narrow dynamic range → CLAHE or normalization
4,LSP12022-C8.ome.tif,dna(2),4,56.0,0.11833485105294264,6016.372539188746,45033.04999999999,OK
5,LSP12022-C8.ome.tif,RNApol2-pS2,5,838.0,0.03919831932306003,443.3922400786546,15117.0,OK
6,LSP12022-C8.ome.tif,pERK,6,356.0,0.14718912600126471,216.82658699233852,13139.23999999999,OK
7,LSP12022-C8.ome.tif,p53,7,463.0,0.07109191289808779,111.34448712634493,3948.0,OK
8,LSP12022-C8.ome.tif,dna(3),8,45.0,0.08241560356559205,12661.4254627189,48922.81,OK
9,LSP12022-C8.ome.tif,Ki67,9,453.0,0.032014563787937336,449.69046109795914,6605.0,OK
10,LSP12022-C8.ome.tif,panCK,10,180.0,0.14735828550417446,1966.2328687831985,61028.619999999995,OK
11,LSP12022-C8.ome.tif,CD45,11,2074.0,0.04245194717956314,7.5784791704861405,698.0,WARNING: uniform background → rolling ball subtraction
12,LSP12022-C8.ome.tif,dna(4),12,59.0,0.03865415125522534,808.6816462628487,1894.0,WARNING: narrow dynamic range → CLAHE or normalization
13,LSP12022-C8.ome.tif,Ecad,13,852.0,0.010761046225636634,75.6384189312955,699.0,WARNING: narrow dynamic range → CLAHE or normalization
14,LSP12022-C8.ome.tif,aSMA,22,102.0,0.05954343304692051,59.294745375850525,380.0,WARNING: narrow dynamic range → CLAHE or normalization
15,LSP12022-C8.ome.tif,Vim,15,96.0,0.05014054573527961,21.641957756969298,109.0,WARNING: narrow dynamic range → CLAHE or normalization
16,LSP12022-C8.ome.tif,dna(5),16,47.0,0.0567131443956231,535.7712130008292,1489.2399999999907,WARNING: narrow dynamic range → CLAHE or normalization
17,LSP12022-C8.ome.tif,EGFR,17,661.0,0.016925716452612347,60.33713053463787,685.0,WARNING: narrow dynamic range → CLAHE or normalization
18,LSP12022-C8.ome.tif,pRb,18,146.0,0.038544578273738354,54.95670355068513,319.0,WARNING: narrow dynamic range → CLAHE or normalization
19,LSP12022-C8.ome.tif,p21,19,1828.0,0.0027281590601175927,23.617988613828256,118.0,WARNING: uniform background → rolling ball subtraction
